comment,toxic,threat,insult,discrimination,clean_comment,tokens
"""

From the Hood quote it certainly looks as though it's altered enough (and both versions were successful enough) for each to have a separate article - that's one issue. (Although I do wonder about the 1983 Sadler's Wells version. If it had a new book and lyrics, it clearly wasn't Hood and Ross's version - so is it a version of Count, or of Graf? Does anyone know about the music?)

As for the other - I'd say it's definitely an operetta. Unless we can prove some substantial alteration of the music - style, vocal range, whatnot - it's the music from an operetta, and the show is an operetta.

On an unrelated note, doesn't anyone who's already worked on this article know how the plot resolves? """"Things work out okay and there's pretty music"""" isn't quote what one hopes to get out of a synopsis.""",0,0,0,0,"

from the hood quote it certainly looks as though its altered enough and both versions were successful enough for each to have a separate article  thats one issue although i do wonder about the 1983 sadlers wells version if it had a new book and lyrics it clearly wasnt hood and rosss version  so is it a version of count or of graf does anyone know about the music

as for the other  id say its definitely an operetta unless we can prove some substantial alteration of the music  style vocal range whatnot  its the music from an operetta and the show is an operetta

on an unrelated note doesnt anyone whos already worked on this article know how the plot resolves things work out okay and theres pretty music isnt quote what one hopes to get out of a synopsis","['hood', 'quote', 'certainly', 'looks', 'altered', 'versions', 'successful', 'separate', 'article', 'thats', 'issue', 'wonder', '1983', 'sadlers', 'wells', 'version', 'new', 'book', 'lyrics', 'clearly', 'wasnt', 'hood', 'rosss', 'version', 'version', 'count', 'graf', 'does', 'know', 'music', 'id', 'say', 'definitely', 'operetta', 'unless', 'prove', 'substantial', 'alteration', 'music', 'style', 'vocal', 'range', 'whatnot', 'music', 'operetta', 'operetta', 'unrelated', 'note', 'doesnt', 'whos', 'worked', 'article', 'know', 'plot', 'resolves', 'things', 'work', 'okay', 'theres', 'pretty', 'music', 'isnt', 'quote', 'hopes', 'synopsis']"
"No, thank you Mr. Bot, sir.  I simply cropped someone else's image, and if it's no longer in use, I guess you should bomb it back to the Stone Age.  No objections from me, Monsieur Bot-san.",0,0,0,0,no thank you mr bot sir  i simply cropped someone elses image and if its no longer in use i guess you should bomb it back to the stone age  no objections from me monsieur botsan,"['thank', 'mr', 'bot', 'sir', 'simply', 'cropped', 'elses', 'image', 'longer', 'use', 'guess', 'bomb', 'stone', 'age', 'objections', 'monsieur', 'botsan']"
"MONGO is a wanker!

MONGO drinks semen while editing someone elses page! That dick!

MONGO is a homosexual crybaby!

MONGO is a motherfcuker!!

MONGO gets anal and oral every night from a five year old pig!

Wayward likes cocks!

Wayward likes teeth in his crust!",1,0,1,1,"mongo is a wanker

mongo drinks semen while editing someone elses page that dick

mongo is a homosexual crybaby

mongo is a motherfcuker

mongo gets anal and oral every night from a five year old pig

wayward likes cocks

wayward likes teeth in his crust","['mongo', 'wanker', 'mongo', 'drinks', 'semen', 'editing', 'elses', 'page', 'dick', 'mongo', 'homosexual', 'crybaby', 'mongo', 'motherfcuker', 'mongo', 'gets', 'anal', 'oral', 'night', 'year', 'old', 'pig', 'wayward', 'likes', 'cocks', 'wayward', 'likes', 'teeth', 'crust']"
"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1,0,1,0,"buck winston  

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

fuck you i wont do what you tell me

motherfucker

ugh","['buck', 'winston', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'fuck', 'wont', 'tell', 'motherfucker', 'ugh']"
"You've just shown up on my radar.  You have been a busy little bee.  You like to believe that you know the truth and think that others do not.  You are wrong.  I'll be seeing you, again.  I HAVE NOTHING BUT TIME.   108.89.192.169",0,0,0,0,youve just shown up on my radar  you have been a busy little bee  you like to believe that you know the truth and think that others do not  you are wrong  ill be seeing you again  i have nothing but time   10889192169,"['youve', 'just', 'shown', 'radar', 'busy', 'little', 'bee', 'like', 'believe', 'know', 'truth', 'think', 'wrong', 'ill', 'seeing', 'time', '10889192169']"
"}}
{{WikiProject Elections and Referendums",0,0,0,0,"
wikiproject elections and referendums","['wikiproject', 'elections', 'referendums']"
"Yeah, I think that's a five. Thanks for the reply! ^^^",0,0,0,0,yeah i think thats a five thanks for the reply ,"['yeah', 'think', 'thats', 'thanks', 'reply']"
"""The Bulgarians were never tengriists, neither we worshipped Tengri, tengriism is a primitive shamanism and has absolutely nothing in common with our pagan pre-christian beliefs. The Bulgarians were early Zoroastrians - the cult to the Sun and the Fire, we were building fire temples like the Persian ones. There is not even one evidence to support the thesis that we were tengriists or that we called the god with the name Tangra/Tengri. In fact there is this evidence by the Persian scholar Al-Balkhi that says: """"I heard the Bulgarians call the Creator with the name Edfu and when I asked them how they﻿ call their idol, they answered Fa."""" - Al-Balkhi, a persian scholar lived in the 9th century. (M. Tahir, Le livre de la creation de el-Balhi. Paris, 1899, v. IV, p. 56).
Articles like this one filled with turkish crap and administrated by primitive psycho-sick people like this jingby makes wikipedia look highly unreliable, now I understand why it is forbidden to be cited in scientific and academical studies and universities.

""",0,0,0,0,"the bulgarians were never tengriists neither we worshipped tengri tengriism is a primitive shamanism and has absolutely nothing in common with our pagan prechristian beliefs the bulgarians were early zoroastrians  the cult to the sun and the fire we were building fire temples like the persian ones there is not even one evidence to support the thesis that we were tengriists or that we called the god with the name tangratengri in fact there is this evidence by the persian scholar albalkhi that says i heard the bulgarians call the creator with the name edfu and when i asked them how they call their idol they answered fa  albalkhi a persian scholar lived in the 9th century m tahir le livre de la creation de elbalhi paris 1899 v iv p 56
articles like this one filled with turkish crap and administrated by primitive psychosick people like this jingby makes wikipedia look highly unreliable now i understand why it is forbidden to be cited in scientific and academical studies and universities

","['bulgarians', 'tengriists', 'worshipped', 'tengri', 'tengriism', 'primitive', 'shamanism', 'absolutely', 'common', 'pagan', 'prechristian', 'beliefs', 'bulgarians', 'early', 'zoroastrians', 'cult', 'sun', 'building', 'temples', 'like', 'persian', 'ones', 'evidence', 'support', 'thesis', 'tengriists', 'called', 'god', 'tangratengri', 'fact', 'evidence', 'persian', 'scholar', 'albalkhi', 'says', 'heard', 'bulgarians', 'creator', 'edfu', 'asked', 'idol', 'answered', 'fa', 'albalkhi', 'persian', 'scholar', 'lived', '9th', 'century', 'm', 'tahir', 'le', 'livre', 'la', 'creation', 'elbalhi', 'paris', '1899', 'v', 'iv', 'p', '56', 'articles', 'like', 'filled', 'turkish', 'crap', 'administrated', 'primitive', 'psychosick', 'people', 'like', 'jingby', 'makes', 'wikipedia', 'look', 'highly', 'unreliable', 'understand', 'forbidden', 'cited', 'scientific', 'academical', 'studies', 'universities']"
"I shall look forward to the day I hear of your death, and I intend to continue terrorizing you and make your life a living hell you nasty little stupid Mexican faggot.",1,0,1,1,i shall look forward to the day i hear of your death and i intend to continue terrorizing you and make your life a living hell you nasty little stupid mexican faggot,"['shall', 'look', 'forward', 'day', 'hear', 'death', 'intend', 'continue', 'terrorizing', 'make', 'life', 'living', 'hell', 'nasty', 'little', 'stupid', 'mexican', 'faggot']"
Jack Greenmaven is a faggot.,1,0,1,0,jack greenmaven is a faggot,"['jack', 'greenmaven', 'faggot']"
""":Aucaman, again I ask you not to label my posts under """"harassments"""" - labelling is against wiki spirits. Please assume good faith, I came here and saw you are blocked and you don't think it was just - so I tried to explain it.

Feel free to criticise my behaviour on wikipedia - I am learning same as you, although I do see myself as a critic when it comes to Wikipedia's power strucutre (as posted on my blog), but these are the current rules and we should follow them. Where in Iran are you from, may I ask? and do you live there?  

""",0,0,0,0,"aucaman again i ask you not to label my posts under harassments  labelling is against wiki spirits please assume good faith i came here and saw you are blocked and you dont think it was just  so i tried to explain it

feel free to criticise my behaviour on wikipedia  i am learning same as you although i do see myself as a critic when it comes to wikipedias power strucutre as posted on my blog but these are the current rules and we should follow them where in iran are you from may i ask and do you live there  

","['aucaman', 'ask', 'label', 'posts', 'harassments', 'labelling', 'wiki', 'spirits', 'assume', 'good', 'faith', 'came', 'saw', 'blocked', 'dont', 'think', 'just', 'tried', 'explain', 'feel', 'free', 'criticise', 'behaviour', 'wikipedia', 'learning', 'critic', 'comes', 'wikipedias', 'power', 'strucutre', 'posted', 'blog', 'current', 'rules', 'follow', 'iran', 'ask', 'live']"
"""

NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.   —Preceding unsigned comment added by 199.209.144.211   """,1,0,0,0,"

nazi wikipedia admins
everyone knows they lock these articles so only the liberal nazi wiki admins can change the information this site is the worse when it comes to being fair all the admins vote their friends in as admins it is a biased website and they do not allow information that allows their political candidates to look bad this is what they do in china and now on wikipedia   preceding unsigned comment added by 199209144211   ","['nazi', 'wikipedia', 'admins', 'knows', 'lock', 'articles', 'liberal', 'nazi', 'wiki', 'admins', 'change', 'information', 'site', 'worse', 'comes', 'fair', 'admins', 'vote', 'friends', 'admins', 'biased', 'website', 'allow', 'information', 'allows', 'political', 'candidates', 'look', 'bad', 'china', 'wikipedia', 'preceding', 'unsigned', 'comment', 'added', '199209144211']"
