comment,toxic,threat,insult,discrimination
"""

I added one promotional pic from the """"Real Fine Place"""" cd on here.
 """,0,0,0,0
"Nothing personal George, but you really are a stupid turd.",1,0,1,0
"Hey 
Fuck you, you Russia-loving cunt.",1,0,1,1
confomists r gay ya digg,1,0,1,1
"YOUR THREATENING BEHAVIOUR 

 YOUR CONSTANT BLOCKING AND SABOTAGE OF MY EDITS IS TANTAMOUNT TO STALIKING. ARE YOU STALKING ME? ARE YOU THREATENING ME STEVE? IS THIS WHAT YOURE ABOUT, THREATENING AND HARRASSING ME? WHY DO YOU KEEP STALKING ME THROUGH WIKIPEDIA? ARE YOU A TWISTED WACKO, DO YOU WISH ME HARM? WHY? WHY ARE YOU HARRASSING ME!!!!!!!!!!! 

LEAVE ME ALONE YOU RACIST WACKO!!!!!!!!!",1,0,1,0
"Um... that wasn't me, Jonathan, i was at church at that time, and that ain't my IP address... why accuse me?",0,0,0,0
"Loanwords from Chinese 

I have added some Chinese for the more simple and obvious borrowings. I would like to see a source that jurj (tangerine) is really a borrowing from the Chinese. The Chinese word that comes to mind would be 橘子/桔了, but it does not really look like a cognate for jurj.",0,0,0,0
"Your Edits 

Fuck off.  talk-contribs",1,0,1,0
or else I WOULD DESTROY YOU!!!!!,1,1,0,0
"Nintendo tends to put firmware updates in most if not all of their titles, from my experience. Even Big Brain Academy: Wii Degree contains a firmware update.",0,0,0,0
"Gustav Holst influence

There is no mention of Gustav Holst as being an influence for Williams. Yet, if you listen, the motiv of most of the song are directly taken from motiv from some of the Planets works of the same composer. Need clarifications. 09/01/01 - 16:00",0,0,0,0
You are a jumped up fuckwit censor you lousy cunt,1,0,1,0
"""

Please refrain from adding nonsense to Wikipedia, as you did to Barbara McClintock. It is considered vandalism. If you would like to experiment, use the sandbox.  eB """,0,0,0,0
"""

 Comments on article Indo-Pakistani wars and conflicts 

Hi,

You left a comment on this article  which you unknowingly placed on the article itself. Article itself is a source of information for the readers. But when you want to comment about the article itself, you can use the talk page for the purpose so that the article content doesn't become unreadable with a discussion going on between the text.  (talk) """,0,0,0,0
"""
No sweat, I had the redlink """"watched"""" because I knew you would start the article. You are doing fine there, good job. I'll just tidy up a bit when needed. As you may have seen I added it to the Google nav box, so it will probably get some more help over time. A screenshot would be really helpful, I don't suppose you have cloud print running do you? I only have Chromium 8 here right now. -   """,0,0,0,0
"OK, probably this isn't going to go anywhereyou see no value here and I see value and I don't see that changing. I also think we should cover things that meet WP:N unless there is a good reason not to.  I suspect if you hit random 10 times, some 3+ articles would be below the bar you've set.  But ignoring all that, why does deletion help here? I just don't see the case.",0,0,0,0
"I understand your point, but this isn't a local anomaly. We're talking about the cut and dry first cotton mill in America. If this was the first Ma and Pop's Hoagie shop, well then yes that would be in a local context, but this is a national to international matter of relevance. This is not a regional interest topic. The BCM is extremely notable and worth mentioning in this article. If you want to subdivide the article into pieces based on regionality, then let's create a Cotton Mills in America article and put the BCM at the top of the list.

As far as Slater's history is concerned, there was a progression between animal and water powered production. I don't have the information on any other animal powered production facilities, but you mention that you found two or three references to animal power in 1400. Why not add them? They're part of history. Perhaps the framework of your date titling system in Cotton Mill is rubbish and needs to be changed, because no matter what stance we take here, the article is clearly missing information that could be incorporated. Providing only the information there allows people to make incorrect inferences.

In the context of Cotton Mill, are we to add an animal-powered category, or are we going to omit that from history? The Water powered section is nice, but we should show a greater view of earlier mills, both in America and across the seas. Don't hold back now, you appear to have more information about other mills. Add that information, please!",0,0,0,0
(I added the title and edition of LA times),0,0,0,0
"SSSSSSSSSSSSShhhhhhhh 

Go away. Don't use my suerpage again for any reason or you will regret it.",1,1,0,0
"The alternative to blocking her is to accept one rule for me, and another for yourself.
At the very least, you should ask her if that sounds fair.
75.159.15.217",0,0,0,0
"I'm sorry I was an asshole about it.  The point is that the vowels in man and noun are raised in AusE according to Felicity Cox (2005), and the phonetic transcription for that IDEA example I gave you transcribes man as , and indeed it sounds like that to my ears, although that speaker did seem a bit broad.  It's not that uncommon for vowels to be raised before nasals.  Take for example the pin-pen merger in Southern American English and in southwestern Ireland or the non-phonemic æ-tensing that takes place in accents that have undergone the Northern cities vowel shift.  The only reason I brought this up is because I imagine it is very noticeable to English ears (it's even noticeable to my American ears).  Many English people might pronounce man as , which sounds quite a bit different from .  You're the Aussie here, so I'm sure you can verify this by simply contrasting your man with your bad (in this case both would have a long vowel, so try to listen for the quality of the vowels) or your noun with your loud.  This is just another little thing that distinguishes Aussie English from English English; that's all.",0,0,0,0
"Hi mutherfuckng wikipedia nolifer go die pl0x. 
With vänlig hälsning VOP",1,1,1,0
"""
Just this account, dipshit? Fuck are you dumb. 68 a bullied nerd with a mod. account LOOK OUT WORLD!""",1,0,1,0
"I think I wrote the initial page, probably as an anon in one of my earlier efforts.  I concur with your idea.  Just do it!  d:)",0,0,0,0
"""
If you read the discussion above, the problem with most of this article is (was) that it classifies things as being anti-American when that's really just an opinion. Most of it was sourced with opinion pieces. Calling someone anti-American, and someone actually saying they are anti-American, are two different things. The opinions that people are anti-American, without them actually saying they're against America, don't belong in the article because they are not factual conclusions.  •✗/C • 10:51, 10 Apr 2008 (UTC)""",0,0,0,0
"What is this, an Old Boys Club? Listen, you are employing some serious double standards. I get harasse4d by an Admin, you do nothing. I shout back, and you block me. Well, you can keep on blocking me, because as long as I'm provoked, I'll hit back, and I will not stop until this pestering annoyance backs off.",1,0,0,0
"death to the infidel 

whoever that may be",1,1,0,0
"""

Hi, thanks for email. I deleted your article because 
it did not provide independent verifiable sources to enable us to verify the facts and show that it meets the notability guidelines. Sources that are not acceptable include those linked to the company, social media and other sites that can be self-edited, blogs, websites of unknown or non-reliable provenance, and sites that are just reporting what the company claims or interviewing its management. Your references where all linked to the company, no independent sources. The claim that would make it notable, the number of downloads, has no independent verification.
it was written in a promotional tone. Articles must be neutral and encyclopaedic. The list of features is entirely unsurced, and makes unsubstantiated claims like ''this is one of the most used features in APUS Launcher... According to APUS(!), it can intelligently push useful information like weather, traffic, etc. to users.

Your edits indicate that you have an obvious conflict of interest when it comes to editing articles about this subject. Thank you for declaring your interest. If, after reading the information about notability linked above, you still believe that your organisation is notable enough for a Wikipedia article (and that there is significant coverage in reliable, independent secondary sources), you could, if you wish, post a request at Wikipedia:Requested articles for the article to be created. See also Wikipedia:Best practices for editors with conflicts of interest.

 The nature of your edits also gives the impression you have a financial stake in promoting a topic. Paid advocacy is a category of conflict of interest (COI) editing that involves being compensated by a person, group, company or organization to use Wikipedia to promote their interests. Paid advocacy is prohibited by our policies on neutral point of view and what Wikipedia is not, and is an especially egregious type of COI; the Wikimedia Foundation regards it as a black hat practice.Paid advocates are very strongly discouraged from direct article editing, and should instead propose changes on the talk page of the article in question if an article exists, and if it does not, from attempting to write an article at all. At best, any proposed article creation should be submitted through the articles for creation process, rather than directly.Regardless, if you are receiving or expect to receive compensation for your edits, you are required by the Wikimedia Terms of Use to disclose your employer, client and affiliation. You can post such a mandatory disclosure to your user page at User:. The template  can be used for this purpose – e.g. in the form:  {{paid|user=|employer=InsertName|client=InsertName}}. If I am mistaken – you are not being directly or indirectly compensated for your edits – please state that in response to this message. If you are being compensated, please provide the required disclosure. In either case, please do not edit further until you answer this message.  

It's not the worse I've seen, and if you want to try again with proper references , I'll post the deleted text to a user subpage for you to work on, just let me know. You must reply to the query above first though.  - talk to me? """,0,0,0,0
